,PostalCode,DAuid,CSDuid,SAC,DisseminationBlock,DGUID
42008,V7N,59150099,5915051,933,4,2021S784859150099
149099,V7N,59150099,5915051,933,4,2021S784959150099
170446,V7N,59150099,5915051,933,1,2021S785059150099
191673,V7N,59150099,5915051,933,4,2021S785159150099
213039,V7N,59150099,5915051,933,4,2021S785259150099
384163,V7N,59150099,5915051,933,4,2021S785359150099
448224,V7N,59150099,5915051,933,4,2021S785459150099
790229,V7N,59150099,5915051,933,4,2021S785559150099
811684,V7N,59150099,5915051,933,4,2021S785659150099
833176,V7N,59150099,5915051,933,4,2021S785759150099
833177,V7N,59150099,5915051,933,4,2021S785859150099
940136,V7N,59150099,5915051,933,4,2021S785959150099
1025729,V7N,59150099,5915051,933,4,2021S786059150099
1132758,V7N,59150099,5915051,933,1,2021S786159150099
1261064,V7N,59150099,5915051,933,4,2021S786259150099
1325049,V7N,59150099,5915051,933,4,2021S786359150099
20717,V7N,59150100,5915046,933,3,2021S786459150100
63548,V7N,59150100,5915046,933,4,2021S786559150100
84820,V7N,59150100,5915046,933,4,2021S786659150100
127539,V7N,59150100,5915046,933,6,2021S786759150100
170447,V7N,59150100,5915046,933,7,2021S786859150100
191667,V7N,59150100,5915046,933,6,2021S786959150100
191671,V7N,59150100,5915046,933,6,2021S787059150100
213035,V7N,59150100,5915046,933,5,2021S787159150100
213037,V7N,59150100,5915046,933,1,2021S787259150100
234739,V7N,59150100,5915046,933,2,2021S787359150100
319909,V7N,59150100,5915046,933,4,2021S787459150100
491179,V7N,59150100,5915046,933,1,2021S787559150100
897433,V7N,59150100,5915046,933,2,2021S787659150100
940135,V7N,59150100,5915046,933,5,2021S787759150100
961485,V7N,59150100,5915046,933,6,2021S787859150100
1068518,V7N,59150100,5915046,933,5,2021S787959150100
1068519,V7N,59150100,5915046,933,3,2021S788059150100
1154216,V7N,59150100,5915046,933,1,2021S788159150100
1197022,V7N,59150100,5915046,933,7,2021S788259150100
1197024,V7N,59150100,5915046,933,4,2021S788359150100
1218375,V7N,59150100,5915046,933,7,2021S788459150100
1261057,V7N,59150100,5915046,933,4,2021S788559150100
1346663,V7N,59150100,5915046,933,3,2021S788659150100
1346664,V7N,59150100,5915046,933,4,2021S788759150100
1368222,V7N,59150100,5915046,933,5,2021S788859150100
84821,V7N,59150101,5915046,933,1,2021S788959150101
84824,V7N,59150101,5915046,933,4,2021S789059150101
170448,V7N,59150101,5915046,933,2,2021S789159150101
170451,V7N,59150101,5915046,933,2,2021S789259150101
277378,V7N,59150101,5915046,933,2,2021S789359150101
362881,V7N,59150101,5915046,933,2,2021S789459150101
384161,V7N,59150101,5915046,933,3,2021S789559150101
469624,V7N,59150101,5915046,933,1,2021S789659150101
534025,V7N,59150101,5915046,933,2,2021S789759150101
576653,V7N,59150101,5915046,933,2,2021S789859150101
619279,V7N,59150101,5915046,933,2,2021S789959150101
811683,V7N,59150101,5915046,933,2,2021S790059150101
854543,V7N,59150101,5915046,933,3,2021S790159150101
854547,V7N,59150101,5915046,933,2,2021S790259150101
854548,V7N,59150101,5915046,933,1,2021S790359150101
1090034,V7N,59150101,5915046,933,2,2021S790459150101
1111272,V7N,59150101,5915046,933,2,2021S790559150101
1239700,V7N,59150101,5915046,933,4,2021S790659150101
1239705,V7N,59150101,5915046,933,2,2021S790759150101
1261060,V7N,59150101,5915046,933,2,2021S790859150101
1261065,V7N,59150101,5915046,933,2,2021S790959150101
1325048,V7N,59150101,5915046,933,3,2021S791059150101
1346665,V7N,59150101,5915046,933,2,2021S791159150101
1368223,V7N,59150101,5915046,933,2,2021S791259150101
42004,V7N,59150102,5915046,933,3,2021S791359150102
191668,V7N,59150102,5915046,933,3,2021S791459150102
234741,V7N,59150102,5915046,933,2,2021S791559150102
256107,V7N,59150102,5915046,933,3,2021S791659150102
256112,V7N,59150102,5915046,933,4,2021S791759150102
277379,V7N,59150102,5915046,933,3,2021S791859150102
341497,V7N,59150102,5915046,933,4,2021S791959150102
597900,V7N,59150102,5915046,933,3,2021S792059150102
640664,V7N,59150102,5915046,933,3,2021S792159150102
662287,V7N,59150102,5915046,933,3,2021S792259150102
705084,V7N,59150102,5915046,933,3,2021S792359150102
790230,V7N,59150102,5915046,933,2,2021S792459150102
790231,V7N,59150102,5915046,933,3,2021S792559150102
833173,V7N,59150102,5915046,933,2,2021S792659150102
854552,V7N,59150102,5915046,933,3,2021S792759150102
1025732,V7N,59150102,5915046,933,3,2021S792859150102
1047230,V7N,59150102,5915046,933,3,2021S792959150102
1111278,V7N,59150102,5915046,933,4,2021S793059150102
1175647,V7N,59150102,5915046,933,4,2021S793159150102
1346672,V7N,59150102,5915046,933,3,2021S793259150102
42015,V7P,59150113,5915046,933,5,2021S793359150113
42017,V7P,59150113,5915046,933,5,2021S793459150113
106112,V7P,59150113,5915046,933,5,2021S793559150113
170461,V7P,59150113,5915046,933,5,2021S793659150113
170462,V7P,59150113,5915046,933,5,2021S793759150113
170463,V7P,59150113,5915046,933,5,2021S793859150113
191677,V7P,59150113,5915046,933,5,2021S793959150113
277382,V7P,59150113,5915046,933,5,2021S794059150113
319916,V7P,59150113,5915046,933,2,2021S794159150113
319921,V7P,59150113,5915046,933,5,2021S794259150113
341509,V7P,59150113,5915046,933,5,2021S794359150113
405565,V7P,59150113,5915046,933,5,2021S794459150113
405567,V7P,59150113,5915046,933,5,2021S794559150113
427104,V7P,59150113,5915046,933,5,2021S794659150113
469628,V7P,59150113,5915046,933,5,2021S794759150113
469633,V7P,59150113,5915046,933,5,2021S794859150113
597904,V7P,59150113,5915046,933,5,2021S794959150113
619286,V7P,59150113,5915046,933,5,2021S795059150113
619290,V7P,59150113,5915046,933,5,2021S795159150113
662296,V7P,59150113,5915046,933,5,2021S795259150113
705093,V7P,59150113,5915046,933,5,2021S795359150113
747663,V7P,59150113,5915046,933,5,2021S795459150113
833182,V7P,59150113,5915046,933,5,2021S795559150113
876055,V7P,59150113,5915046,933,5,2021S795659150113
940146,V7P,59150113,5915046,933,5,2021S795759150113
1004510,V7P,59150113,5915046,933,5,2021S795859150113
1068526,V7P,59150113,5915046,933,5,2021S795959150113
1090037,V7P,59150113,5915046,933,5,2021S796059150113
1132765,V7P,59150113,5915046,933,5,2021S796159150113
1197025,V7P,59150113,5915046,933,5,2021S796259150113
1197029,V7P,59150113,5915046,933,5,2021S796359150113
1197031,V7P,59150113,5915046,933,5,2021S796459150113
1261069,V7P,59150113,5915046,933,5,2021S796559150113
1282609,V7P,59150113,5915046,933,5,2021S796659150113
1303819,V7P,59150113,5915046,933,5,2021S796759150113
1303820,V7P,59150113,5915046,933,5,2021S796859150113
1325055,V7P,59150113,5915046,933,5,2021S796959150113
42012,V7P,59150114,5915046,933,2,2021S797059150114
63553,V7P,59150114,5915046,933,6,2021S797159150114
63554,V7P,59150114,5915046,933,4,2021S797259150114
127551,V7P,59150114,5915046,933,4,2021S797359150114
319920,V7P,59150114,5915046,933,6,2021S797459150114
341508,V7P,59150114,5915046,933,4,2021S797559150114
469632,V7P,59150114,5915046,933,2,2021S797659150114
512371,V7P,59150114,5915046,933,6,2021S797759150114
534034,V7P,59150114,5915046,933,5,2021S797859150114
555521,V7P,59150114,5915046,933,5,2021S797959150114
555522,V7P,59150114,5915046,933,3,2021S798059150114
555523,V7P,59150114,5915046,933,2,2021S798159150114
619287,V7P,59150114,5915046,933,5,2021S798259150114
726256,V7P,59150114,5915046,933,2,2021S798359150114
769039,V7P,59150114,5915046,933,7,2021S798459150114
854561,V7P,59150114,5915046,933,6,2021S798559150114
940144,V7P,59150114,5915046,933,7,2021S798659150114
961490,V7P,59150114,5915046,933,7,2021S798759150114
1025736,V7P,59150114,5915046,933,3,2021S798859150114
1154227,V7P,59150114,5915046,933,5,2021S798959150114
1239713,V7P,59150114,5915046,933,4,2021S799059150114
1346679,V7P,59150114,5915046,933,1,2021S799159150114
1368229,V7P,59150114,5915046,933,6,2021S799259150114
20732,V7P,59150115,5915046,933,7,2021S799359150115
149105,V7P,59150115,5915046,933,7,2021S799459150115
256115,V7P,59150115,5915046,933,7,2021S799559150115
341506,V7P,59150115,5915046,933,7,2021S799659150115
341507,V7P,59150115,5915046,933,7,2021S799759150115
534033,V7P,59150115,5915046,933,1,2021S799859150115
683720,V7P,59150115,5915046,933,4,2021S799959150115
683721,V7P,59150115,5915046,933,1,2021S800059150115
705098,V7P,59150115,5915046,933,7,2021S800159150115
705099,V7P,59150115,5915046,933,1,2021S800259150115
747662,V7P,59150115,5915046,933,7,2021S800359150115
918849,V7P,59150115,5915046,933,5,2021S800459150115
1004511,V7P,59150115,5915046,933,4,2021S800559150115
1132761,V7P,59150115,5915046,933,5,2021S800659150115
1197028,V7P,59150115,5915046,933,7,2021S800759150115
1218383,V7P,59150115,5915046,933,5,2021S800859150115
1261071,V7P,59150115,5915046,933,5,2021S800959150115
1261072,V7P,59150115,5915046,933,1,2021S801059150115
1282610,V7P,59150115,5915046,933,4,2021S801159150115
1368230,V7P,59150115,5915046,933,3,2021S801259150115
20730,V7P,59150116,5915046,933,5,2021S801359150116
20731,V7P,59150116,5915046,933,3,2021S801459150116
127552,V7P,59150116,5915046,933,1,2021S801559150116
298692,V7P,59150116,5915046,933,2,2021S801659150116
319918,V7P,59150116,5915046,933,5,2021S801759150116
319919,V7P,59150116,5915046,933,5,2021S801859150116
341504,V7P,59150116,5915046,933,8,2021S801959150116
427103,V7P,59150116,5915046,933,2,2021S802059150116
469630,V7P,59150116,5915046,933,1,2021S802159150116
491183,V7P,59150116,5915046,933,8,2021S802259150116
491184,V7P,59150116,5915046,933,5,2021S802359150116
597905,V7P,59150116,5915046,933,8,2021S802459150116
619288,V7P,59150116,5915046,933,5,2021S802559150116
662297,V7P,59150116,5915046,933,2,2021S802659150116
683718,V7P,59150116,5915046,933,3,2021S802759150116
705096,V7P,59150116,5915046,933,5,2021S802859150116
726253,V7P,59150116,5915046,933,4,2021S802959150116
769038,V7P,59150116,5915046,933,7,2021S803059150116
918847,V7P,59150116,5915046,933,5,2021S803159150116
982933,V7P,59150116,5915046,933,5,2021S803259150116
1025737,V7P,59150116,5915046,933,6,2021S803359150116
1111281,V7P,59150116,5915046,933,7,2021S803459150116
1132766,V7P,59150116,5915046,933,3,2021S803559150116
1175650,V7P,59150116,5915046,933,5,2021S803659150116
1218382,V7P,59150116,5915046,933,8,2021S803759150116
1239715,V7P,59150116,5915046,933,6,2021S803859150116
1368231,V7P,59150116,5915046,933,3,2021S803959150116
897441,V7N,59150117,5915046,933,9,2021S804059150117
20718,V7N,59150130,5915046,933,2,2021S804159150130
127542,V7N,59150130,5915046,933,3,2021S804259150130
213038,V7N,59150130,5915046,933,3,2021S804359150130
256111,V7N,59150130,5915046,933,3,2021S804459150130
341490,V7N,59150130,5915046,933,1,2021S804559150130
341495,V7N,59150130,5915046,933,1,2021S804659150130
341496,V7N,59150130,5915046,933,2,2021S804759150130
427097,V7N,59150130,5915046,933,3,2021S804859150130
427098,V7N,59150130,5915046,933,2,2021S804959150130
491180,V7N,59150130,5915046,933,3,2021S805059150130
512361,V7N,59150130,5915046,933,3,2021S805159150130
512362,V7N,59150130,5915046,933,3,2021S805259150130
512363,V7N,59150130,5915046,933,2,2021S805359150130
534026,V7N,59150130,5915046,933,3,2021S805459150130
619275,V7N,59150130,5915046,933,2,2021S805559150130
683709,V7N,59150130,5915046,933,3,2021S805659150130
683712,V7N,59150130,5915046,933,3,2021S805759150130
705085,V7N,59150130,5915046,933,3,2021S805859150130
726243,V7N,59150130,5915046,933,3,2021S805959150130
854549,V7N,59150130,5915046,933,3,2021S806059150130
854550,V7N,59150130,5915046,933,3,2021S806159150130
897438,V7N,59150130,5915046,933,3,2021S806259150130
897440,V7N,59150130,5915046,933,3,2021S806359150130
940133,V7N,59150130,5915046,933,3,2021S806459150130
940137,V7N,59150130,5915046,933,3,2021S806559150130
961486,V7N,59150130,5915046,933,2,2021S806659150130
982926,V7N,59150130,5915046,933,3,2021S806759150130
1004504,V7N,59150130,5915046,933,2,2021S806859150130
1025731,V7N,59150130,5915046,933,1,2021S806959150130
1132753,V7N,59150130,5915046,933,3,2021S807059150130
1132754,V7N,59150130,5915046,933,3,2021S807159150130
1132755,V7N,59150130,5915046,933,2,2021S807259150130
1175638,V7N,59150130,5915046,933,3,2021S807359150130
1175639,V7N,59150130,5915046,933,3,2021S807459150130
106109,V7N,59150131,5915046,933,5,2021S807559150131
127543,V7N,59150131,5915046,933,3,2021S807659150131
256113,V7N,59150131,5915046,933,6,2021S807759150131
319907,V7N,59150131,5915046,933,2,2021S807859150131
341489,V7N,59150131,5915046,933,1,2021S807959150131
341494,V7N,59150131,5915046,933,4,2021S808059150131
427095,V7N,59150131,5915046,933,6,2021S808159150131
491178,V7N,59150131,5915046,933,6,2021S808259150131
576654,V7N,59150131,5915046,933,3,2021S808359150131
597901,V7N,59150131,5915046,933,4,2021S808459150131
683710,V7N,59150131,5915046,933,2,2021S808559150131
705086,V7N,59150131,5915046,933,4,2021S808659150131
769025,V7N,59150131,5915046,933,6,2021S808759150131
811685,V7N,59150131,5915046,933,5,2021S808859150131
918844,V7N,59150131,5915046,933,3,2021S808959150131
940138,V7N,59150131,5915046,933,5,2021S809059150131
1004505,V7N,59150131,5915046,933,6,2021S809159150131
1068515,V7N,59150131,5915046,933,2,2021S809259150131
1111273,V7N,59150131,5915046,933,3,2021S809359150131
1111275,V7N,59150131,5915046,933,6,2021S809459150131
1154214,V7N,59150131,5915046,933,1,2021S809559150131
1175643,V7N,59150131,5915046,933,6,2021S809659150131
1218376,V7N,59150131,5915046,933,6,2021S809759150131
1239706,V7N,59150131,5915046,933,5,2021S809859150131
1239707,V7N,59150131,5915046,933,1,2021S809959150131
1282604,V7N,59150131,5915046,933,6,2021S810059150131
42005,V7N,59150132,5915046,933,1,2021S810159150132
42006,V7N,59150132,5915046,933,1,2021S810259150132
149101,V7N,59150132,5915046,933,3,2021S810359150132
191669,V7N,59150132,5915046,933,2,2021S810459150132
256108,V7N,59150132,5915046,933,3,2021S810559150132
319908,V7N,59150132,5915046,933,4,2021S810659150132
341492,V7N,59150132,5915046,933,3,2021S810759150132
384157,V7N,59150132,5915046,933,3,2021S810859150132
384158,V7N,59150132,5915046,933,4,2021S810959150132
427093,V7N,59150132,5915046,933,2,2021S811059150132
448223,V7N,59150132,5915046,933,4,2021S811159150132
512367,V7N,59150132,5915046,933,1,2021S811259150132
619276,V7N,59150132,5915046,933,1,2021S811359150132
662288,V7N,59150132,5915046,933,2,2021S811459150132
662289,V7N,59150132,5915046,933,3,2021S811559150132
726245,V7N,59150132,5915046,933,2,2021S811659150132
726246,V7N,59150132,5915046,933,4,2021S811759150132
747655,V7N,59150132,5915046,933,1,2021S811859150132
769026,V7N,59150132,5915046,933,1,2021S811959150132
769027,V7N,59150132,5915046,933,4,2021S812059150132
790227,V7N,59150132,5915046,933,2,2021S812159150132
833178,V7N,59150132,5915046,933,4,2021S812259150132
876050,V7N,59150132,5915046,933,1,2021S812359150132
876051,V7N,59150132,5915046,933,3,2021S812459150132
897442,V7N,59150132,5915046,933,3,2021S812559150132
961481,V7N,59150132,5915046,933,1,2021S812659150132
961482,V7N,59150132,5915046,933,4,2021S812759150132
961483,V7N,59150132,5915046,933,1,2021S812859150132
1068520,V7N,59150132,5915046,933,3,2021S812959150132
1111274,V7N,59150132,5915046,933,1,2021S813059150132
1175640,V7N,59150132,5915046,933,1,2021S813159150132
1175646,V7N,59150132,5915046,933,4,2021S813259150132
1239701,V7N,59150132,5915046,933,3,2021S813359150132
1239702,V7N,59150132,5915046,933,1,2021S813459150132
1282602,V7N,59150132,5915046,933,1,2021S813559150132
20719,V7N,59150133,5915046,933,3,2021S813659150133
84826,V7N,59150133,5915046,933,9,2021S813759150133
106108,V7N,59150133,5915046,933,4,2021S813859150133
127545,V7N,59150133,5915046,933,2,2021S813959150133
149098,V7N,59150133,5915046,933,3,2021S814059150133
213036,V7N,59150133,5915046,933,3,2021S814159150133
234740,V7N,59150133,5915046,933,8,2021S814259150133
256106,V7N,59150133,5915046,933,9,2021S814359150133
277377,V7N,59150133,5915046,933,3,2021S814459150133
319905,V7N,59150133,5915046,933,10,2021S814559150133
341491,V7N,59150133,5915046,933,4,2021S814659150133
427096,V7N,59150133,5915046,933,2,2021S814759150133
448220,V7N,59150133,5915046,933,3,2021S814859150133
448221,V7N,59150133,5915046,933,4,2021S814959150133
448222,V7N,59150133,5915046,933,5,2021S815059150133
576649,V7N,59150133,5915046,933,10,2021S815159150133
597899,V7N,59150133,5915046,933,3,2021S815259150133
640662,V7N,59150133,5915046,933,2,2021S815359150133
662285,V7N,59150133,5915046,933,7,2021S815459150133
726247,V7N,59150133,5915046,933,3,2021S815559150133
726249,V7N,59150133,5915046,933,6,2021S815659150133
769024,V7N,59150133,5915046,933,4,2021S815759150133
854545,V7N,59150133,5915046,933,5,2021S815859150133
854546,V7N,59150133,5915046,933,3,2021S815959150133
897435,V7N,59150133,5915046,933,10,2021S816059150133
897436,V7N,59150133,5915046,933,3,2021S816159150133
897437,V7N,59150133,5915046,933,7,2021S816259150133
918843,V7N,59150133,5915046,933,3,2021S816359150133
940132,V7N,59150133,5915046,933,1,2021S816459150133
961484,V7N,59150133,5915046,933,6,2021S816559150133
982927,V7N,59150133,5915046,933,3,2021S816659150133
1004498,V7N,59150133,5915046,933,7,2021S816759150133
1004503,V7N,59150133,5915046,933,3,2021S816859150133
1025727,V7N,59150133,5915046,933,6,2021S816959150133
1068517,V7N,59150133,5915046,933,1,2021S817059150133
1132751,V7N,59150133,5915046,933,9,2021S817159150133
1132752,V7N,59150133,5915046,933,8,2021S817259150133
1132757,V7N,59150133,5915046,933,5,2021S817359150133
1175641,V7N,59150133,5915046,933,10,2021S817459150133
1197019,V7N,59150133,5915046,933,5,2021S817559150133
1261059,V7N,59150133,5915046,933,3,2021S817659150133
1282601,V7N,59150133,5915046,933,3,2021S817759150133
1303805,V7N,59150133,5915046,933,7,2021S817859150133
1346669,V7N,59150133,5915046,933,1,2021S817959150133
149095,V7N,59150134,5915046,933,2,2021S818059150134
149096,V7N,59150134,5915046,933,2,2021S818159150134
298682,V7N,59150134,5915046,933,1,2021S818259150134
298683,V7N,59150134,5915046,933,2,2021S818359150134
298684,V7N,59150134,5915046,933,2,2021S818459150134
341493,V7N,59150134,5915046,933,2,2021S818559150134
405560,V7N,59150134,5915046,933,2,2021S818659150134
448225,V7N,59150134,5915046,933,2,2021S818759150134
491181,V7N,59150134,5915046,933,2,2021S818859150134
512364,V7N,59150134,5915046,933,2,2021S818959150134
534024,V7N,59150134,5915046,933,2,2021S819059150134
597902,V7N,59150134,5915046,933,2,2021S819159150134
619278,V7N,59150134,5915046,933,2,2021S819259150134
640663,V7N,59150134,5915046,933,2,2021S819359150134
662286,V7N,59150134,5915046,933,2,2021S819459150134
662290,V7N,59150134,5915046,933,2,2021S819559150134
662291,V7N,59150134,5915046,933,2,2021S819659150134
747657,V7N,59150134,5915046,933,2,2021S819759150134
